node,betweeness_centrality,node_type
negative regulation of vascular endothelial growth factor receptor signaling pathway,0.0,biological_process
peptidyl-tyrosine dephosphorylation,0.0,biological_process
keratinocyte differentiation,0.0,biological_process
protein-DNA complex assembly,0.0,biological_process
response to carbohydrate,0.0,biological_process
positive regulation of neuroblast proliferation,0.0,biological_process
embryonic morphogenesis,0.0,biological_process
S-adenosylmethionine biosynthetic process,0.0,biological_process
methionine catabolic process,0.0,biological_process
chylomicron remnant clearance,0.0,biological_process
type B pancreatic cell proliferation,0.0,biological_process
oligodendrocyte differentiation,0.0,biological_process
regulation of neuron migration,0.0,biological_process
positive regulation of type B pancreatic cell development,0.0,biological_process
cellular response to unfolded protein,0.0,biological_process
cell cycle,0.0,biological_process
positive regulation of transcription initiation from RNA polymerase II promoter,0.0,biological_process
negative regulation of gene silencing by miRNA,0.0,biological_process
pronephric nephron tubule development,0.0,biological_process
positive regulation of voltage-gated potassium channel activity,0.0,biological_process
pronephros development,0.0,biological_process
glucose import,0.0,biological_process
positive regulation of protein export from nucleus,0.0,biological_process
regulation of protein secretion,0.0,biological_process
positive regulation of cAMP-mediated signaling,0.0,biological_process
prostaglandin secretion,0.0,biological_process
positive regulation of leukocyte mediated cytotoxicity,0.0,biological_process
response to light intensity,0.0,biological_process
positive regulation of amyloid-beta formation,0.0,biological_process
regulation of striated muscle tissue development,0.0,biological_process
negative regulation of acute inflammatory response,0.0,biological_process
base-excision repair,0.0,biological_process
proximal tubule development,0.0,biological_process
intrahepatic bile duct development,0.0,biological_process
placenta blood vessel development,0.0,biological_process
glycoprotein catabolic process,0.0,biological_process
negative regulation of fatty acid metabolic process,0.0,biological_process
fructose transmembrane transport,0.0,biological_process
hexose transmembrane transport,0.0,biological_process
osteoblast differentiation,0.0,biological_process
aerobic respiration,0.0,biological_process
myoblast fate commitment,0.0,biological_process
regulation of synaptic plasticity,0.0,biological_process
diet induced thermogenesis,0.0,biological_process
limb development,0.0,biological_process
response to cadmium ion,0.0,biological_process
vascular endothelial growth factor production,0.0,biological_process
negative regulation of glucose import,0.0,biological_process
positive regulation of programmed cell death,0.0,biological_process
negative regulation of endothelial cell proliferation,0.0,biological_process
maternal process involved in female pregnancy,0.0,biological_process
protein amidation,0.0,biological_process
positive regulation of protein-containing complex disassembly,0.0,biological_process
positive regulation of protein catabolic process,0.0,biological_process
negative regulation of growth rate,0.0,biological_process
myeloid dendritic cell differentiation,0.0,biological_process
defense response to Gram-negative bacterium,0.0,biological_process
bone remodeling,0.0,biological_process
positive regulation of guanylate cyclase activity,0.0,biological_process
cellular oxidant detoxification,0.0,biological_process
positive regulation of killing of cells of other organism,0.0,biological_process
nitric oxide biosynthetic process,0.0,biological_process
peptide amidation,0.0,biological_process
fatty acid primary amide biosynthetic process,0.0,biological_process
toxin metabolic process,0.0,biological_process
negative regulation of double-strand break repair via single-strand annealing,0.0,biological_process
canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,0.0,biological_process
receptor catabolic process,0.0,biological_process
short-term memory,0.0,biological_process
cellular response to osmotic stress,0.0,biological_process
glucose import in response to insulin stimulus,0.0,biological_process
negative regulation of glycogen catabolic process,0.0,biological_process
regulation of transcription initiation from RNA polymerase II promoter,0.0,biological_process
canonical Wnt signaling pathway,0.0,biological_process
regulation of smooth muscle cell proliferation,0.0,biological_process
positive regulation of protein import into nucleus,0.0,biological_process
negative regulation of cell differentiation,0.0,biological_process
extracellular matrix assembly,0.0,biological_process
hyaluronan catabolic process,0.0,biological_process
protein export from nucleus,0.0,biological_process
response to progesterone,0.0,biological_process
negative regulation of production of miRNAs involved in gene silencing by miRNA,0.0,biological_process
interleukin-12-mediated signaling pathway,0.0,biological_process
response to bacterium,0.0,biological_process
peptidyl-cysteine S-nitrosylation,0.0,biological_process
regulation of cytokine production involved in inflammatory response,0.0,biological_process
regulation of cell population proliferation,0.0,biological_process
positive regulation of vasculature development,0.0,biological_process
positive regulation of interleukin-17 production,0.0,biological_process
"Wnt signaling pathway, calcium modulating pathway",0.0,biological_process
positive regulation of protein-containing complex assembly,0.0,biological_process
regulation of transforming growth factor beta receptor signaling pathway,0.0,biological_process
maintenance of DNA repeat elements,0.0,biological_process
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,0.0,biological_process
positive regulation of lipid biosynthetic process,0.0,biological_process
alpha-beta T cell activation,0.0,biological_process
SMAD protein complex assembly,0.0,biological_process
membrane protein intracellular domain proteolysis,0.0,biological_process
positive regulation of isotype switching to IgA isotypes,0.0,biological_process
platelet degranulation,0.0,biological_process
regulation of synaptic vesicle budding from presynaptic endocytic zone membrane,0.0,biological_process
positive regulation of heparan sulfate proteoglycan biosynthetic process,0.0,biological_process
beta-catenin-TCF complex assembly,0.0,biological_process
positive regulation of brain-derived neurotrophic factor receptor signaling pathway,0.0,biological_process
regulation of cellular respiration,0.0,biological_process
UV protection,0.0,biological_process
positive regulation of interferon-gamma production,0.0,biological_process
positive regulation of cell division,0.0,biological_process
response to lead ion,0.0,biological_process
response to copper ion,0.0,biological_process
response to reactive oxygen species,0.0,biological_process
regulation of protein localization,0.0,biological_process
positive regulation of long-term synaptic potentiation,0.0,biological_process
cognition,0.0,biological_process
response to vitamin A,0.0,biological_process
cellular water homeostasis,0.0,biological_process
response to L-ascorbic acid,0.0,biological_process
response to phenylpropanoid,0.0,biological_process
cellular response to carbohydrate stimulus,0.0,biological_process
regulation of synaptic vesicle exocytosis,0.0,biological_process
platelet activation,0.0,biological_process
adaptive immune response,0.0,biological_process
protein localization,0.0,biological_process
brain development,0.0,biological_process
regulation of appetite,0.0,biological_process
response to vitamin E,0.0,biological_process
response to inactivity,0.0,biological_process
hemoglobin metabolic process,0.0,biological_process
negative regulation of interleukin-1 beta production,0.0,biological_process
inflammatory response to antigenic stimulus,0.0,biological_process
neurogenesis,0.0,biological_process
positive regulation of transcription regulatory region DNA binding,0.0,biological_process
neuron development,0.0,biological_process
regulation of regulatory T cell differentiation,0.0,biological_process
negative regulation of delayed rectifier potassium channel activity,0.0,biological_process
negative regulation of calcidiol 1-monooxygenase activity,0.0,biological_process
stimulatory C-type lectin receptor signaling pathway,0.0,biological_process
camera-type eye development,0.0,biological_process
regulation of cell cycle,0.0,biological_process
atrioventricular node development,0.0,biological_process
response to glucose,0.0,biological_process
calcineurin-NFAT signaling cascade,0.0,biological_process
positive regulation of myoblast fusion,0.0,biological_process
cellular response to dsRNA,0.0,biological_process
relaxation of vascular associated smooth muscle,0.0,biological_process
positive regulation of hyaluronan biosynthetic process,0.0,biological_process
negative regulation of amyloid precursor protein biosynthetic process,0.0,biological_process
response to folic acid,0.0,biological_process
"base-excision repair, gap-filling",0.0,biological_process
interleukin-1-mediated signaling pathway,0.0,biological_process
negative regulation of cytolysis,0.0,biological_process
cell-cell junction organization,0.0,biological_process
positive regulation of extracellular matrix assembly,0.0,biological_process
negative regulation of cGMP-mediated signaling,0.0,biological_process
lymph node development,0.0,biological_process
regulation of SMAD protein signal transduction,0.0,biological_process
negative regulation of transmission of nerve impulse,0.0,biological_process
anterior/posterior pattern specification,0.0,biological_process
"positive regulation of circadian sleep/wake cycle, non-REM sleep",0.0,biological_process
regulation of neuronal action potential,0.0,biological_process
positive regulation of transmission of nerve impulse,0.0,biological_process
regulation of binding,0.0,biological_process
chemical synaptic transmission,0.0,biological_process
positive regulation of protein secretion,0.0,biological_process
positive regulation of vascular endothelial growth factor production,0.0,biological_process
positive regulation of interleukin-8 production,0.0,biological_process
depyrimidination,0.0,biological_process
depurination,0.0,biological_process
lacrimal gland development,0.0,biological_process
Notch signaling involved in heart development,0.0,biological_process
glomerular visceral epithelial cell development,0.0,biological_process
negative regulation of vascular endothelial cell proliferation,0.0,biological_process
response to light stimulus,0.0,biological_process
negative regulation of epithelial cell proliferation,0.0,biological_process
dorsal/ventral axis specification,0.0,biological_process
embryonic camera-type eye morphogenesis,0.0,biological_process
eye development,0.0,biological_process
commitment of neuronal cell to specific neuron type in forebrain,0.0,biological_process
neuron fate commitment,0.0,biological_process
protein localization to organelle,0.0,biological_process
"regulation of transcription, DNA-templated",0.0,biological_process
negative regulation of extrinsic apoptotic signaling pathway,0.0,biological_process
response to isolation stress,0.0,biological_process
response to cholesterol,0.0,biological_process
phosphate-containing compound metabolic process,0.0,biological_process
ventral spinal cord development,0.0,biological_process
amylopectin biosynthetic process,0.0,biological_process
glucose transmembrane transport,0.0,biological_process
negative regulation of canonical Wnt signaling pathway,0.0,biological_process
eye photoreceptor cell development,0.0,biological_process
forebrain-midbrain boundary formation,0.0,biological_process
oligodendrocyte cell fate specification,0.0,biological_process
positive regulation of epithelial cell differentiation,0.0,biological_process
negative regulation of neural precursor cell proliferation,0.0,biological_process
salivary gland morphogenesis,0.0,biological_process
cornea development in camera-type eye,0.0,biological_process
iris morphogenesis,0.0,biological_process
establishment of mitotic spindle orientation,0.0,biological_process
habenula development,0.0,biological_process
astrocyte differentiation,0.0,biological_process
cerebral cortex regionalization,0.0,biological_process
regulation of asymmetric cell division,0.0,biological_process
pancreatic A cell development,0.0,biological_process
forebrain dorsal/ventral pattern formation,0.0,biological_process
regulation of timing of cell differentiation,0.0,biological_process
visual perception,0.0,biological_process
triglyceride catabolic process,0.0,biological_process
fatty acid biosynthetic process,0.0,biological_process
blood vessel development,0.0,biological_process
negative regulation of neurogenesis,0.0,biological_process
retina development in camera-type eye,0.0,biological_process
positive regulation of core promoter binding,0.0,biological_process
one-carbon metabolic process,0.0,biological_process
glomerular capillary formation,0.0,biological_process
defense response to bacterium,0.0,biological_process
lipoprotein transport,0.0,biological_process
stem cell population maintenance,0.0,biological_process
zinc ion transport,0.0,biological_process
negative regulation of necroptotic process,0.0,biological_process
autophagy of mitochondrion,0.0,biological_process
negative regulation of interleukin-1 alpha production,0.0,biological_process
cell redox homeostasis,0.0,biological_process
marginal zone B cell differentiation,0.0,biological_process
vesicle-mediated transport,0.0,biological_process
cellular response to resveratrol,0.0,biological_process
proteasome-mediated ubiquitin-dependent protein catabolic process,0.0,biological_process
regulation of mitotic cell cycle,0.0,biological_process
single strand break repair,0.0,biological_process
negative regulation of protein acetylation,0.0,biological_process
response to metformin,0.0,biological_process
luteinization,0.0,biological_process
aorta morphogenesis,0.0,biological_process
establishment of protein localization,0.0,biological_process
cellular response to hydrogen peroxide,0.0,biological_process
negative regulation of interleukin-10 production,0.0,biological_process
skeletal system morphogenesis,0.0,biological_process
phosphatidylinositol biosynthetic process,0.0,biological_process
DNA methylation-dependent heterochromatin assembly,0.0,biological_process
positive regulation of macrophage cytokine production,0.0,biological_process
negative regulation of phosphorylation,0.0,biological_process
UV-damage excision repair,0.0,biological_process
negative regulation of TOR signaling,0.0,biological_process
roof of mouth development,0.0,biological_process
face morphogenesis,0.0,biological_process
ruffle organization,0.0,biological_process
cellular response to potassium ion,0.0,biological_process
cellular response to ionizing radiation,0.0,biological_process
flavone metabolic process,0.0,biological_process
positive regulation of fatty acid oxidation,0.0,biological_process
positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,0.0,biological_process
muscle organ development,0.0,biological_process
cellular response to leukemia inhibitory factor,0.0,biological_process
protein destabilization,0.0,biological_process
positive regulation of MHC class II biosynthetic process,0.0,biological_process
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,0.0,biological_process
"negative regulation of DNA damage response, signal transduction by p53 class mediator",0.0,biological_process
tRNA methylation,0.0,biological_process
negative regulation of ATPase-coupled calcium transmembrane transporter activity,0.0,biological_process
regulation of cellular response to heat,0.0,biological_process
gene silencing by miRNA,0.0,biological_process
positive regulation of microglial cell activation,0.0,biological_process
sperm-egg recognition,0.0,biological_process
regulation of autophagy,0.0,biological_process
positive regulation of neuroinflammatory response,0.0,biological_process
embryonic limb morphogenesis,0.0,biological_process
positive regulation of protein binding,0.0,biological_process
positive regulation of sphingolipid mediated signaling pathway,0.0,biological_process
response to tumor necrosis factor,0.0,biological_process
negative regulation of inflammatory response,0.0,biological_process
"regulation of synaptic transmission, glutamatergic",0.0,biological_process
positive regulation of astrocyte activation,0.0,biological_process
positive regulation of membrane permeability,0.0,biological_process
negative regulation of bicellular tight junction assembly,0.0,biological_process
cardiac right ventricle morphogenesis,0.0,biological_process
cellular response to fibroblast growth factor stimulus,0.0,biological_process
negative regulation of circulating fibrinogen levels,0.0,biological_process
negative regulation of endopeptidase activity,0.0,biological_process
positive regulation of muscle hyperplasia,0.0,biological_process
positive regulation of cardiac muscle cell proliferation,0.0,biological_process
outflow tract morphogenesis,0.0,biological_process
negative regulation of cell migration involved in sprouting angiogenesis,0.0,biological_process
atrial septum morphogenesis,0.0,biological_process
positive regulation of gluconeogenesis,0.0,biological_process
cellular triglyceride homeostasis,0.0,biological_process
regulation of protein serine/threonine kinase activity,0.0,biological_process
histone H4-K5 acetylation,0.0,biological_process
positive regulation of intracellular transport,0.0,biological_process
protein ubiquitination,0.0,biological_process
protein kinase A signaling,0.0,biological_process
positive regulation of histone H3-K4 methylation,0.0,biological_process
L-cysteine catabolic process,0.0,biological_process
vascular endothelial growth factor receptor signaling pathway,0.0,biological_process
positive regulation of defense response to bacterium,0.0,biological_process
positive regulation of phagocytosis,0.0,biological_process
positive regulation of tumor necrosis factor production,0.0,biological_process
inflammatory response,0.0,biological_process
regulation of centrosome duplication,0.0,biological_process
negative regulation of histone H3-K9 trimethylation,0.0,biological_process
histone H3-K9 deacetylation,0.0,biological_process
behavioral response to starvation,0.0,biological_process
negative regulation of histone H3-K14 acetylation,0.0,biological_process
type B pancreatic cell apoptotic process,0.0,biological_process
negative regulation of histone H4-K16 acetylation,0.0,biological_process
histone H3-K9 modification,0.0,biological_process
histone H3 acetylation,0.0,biological_process
positive regulation of toll-like receptor 2 signaling pathway,0.0,biological_process
positive regulation of cell killing,0.0,biological_process
smooth muscle hypertrophy,0.0,biological_process
cytochrome complex assembly,0.0,biological_process
negative regulation of glomerular filtration by angiotensin,0.0,biological_process
epithelial cell differentiation,0.0,biological_process
neutrophil degranulation,0.0,biological_process
positive regulation of type B pancreatic cell apoptotic process,0.0,biological_process
respiratory burst,0.0,biological_process
histone H4-K8 acetylation,0.0,biological_process
cellular response to L-glutamine,0.0,biological_process
response to ethanol,0.0,biological_process
regulation of release of sequestered calcium ion into cytosol,0.0,biological_process
superoxide metabolic process,0.0,biological_process
negative regulation of protein sumoylation,0.0,biological_process
lung growth,0.0,biological_process
negative regulation of transforming growth factor beta receptor signaling pathway,0.0,biological_process
regulation of B cell activation,0.0,biological_process
miRNA mediated inhibition of translation,0.0,biological_process
negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,0.0,biological_process
negative regulation of fat cell differentiation,0.0,biological_process
ventricular septum morphogenesis,0.0,biological_process
negative regulation of cardiac muscle cell proliferation,0.0,biological_process
negative regulation of B cell apoptotic process,0.0,biological_process
regulation of B cell differentiation,0.0,biological_process
positive regulation of cellular senescence,0.0,biological_process
eating behavior,0.0,biological_process
negative regulation of endoplasmic reticulum calcium ion concentration,0.0,biological_process
adaptive thermogenesis,0.0,biological_process
stress-induced premature senescence,0.0,biological_process
DNA synthesis involved in DNA repair,0.0,biological_process
positive regulation of macrophage apoptotic process,0.0,biological_process
white fat cell differentiation,0.0,biological_process
chromatin organization,0.0,biological_process
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",0.0,biological_process
response to nutrient levels,0.0,biological_process
positive regulation of endothelial cell proliferation,0.0,biological_process
positive regulation of reactive oxygen species biosynthetic process,0.0,biological_process
lactation,0.0,biological_process
energy homeostasis,0.0,biological_process
RNA splicing,0.0,biological_process
adipose tissue development,0.0,biological_process
positive regulation of ATP biosynthetic process,0.0,biological_process
intracellular protein transport,0.0,biological_process
respiratory electron transport chain,0.0,biological_process
cellular response to follicle-stimulating hormone stimulus,0.0,biological_process
regulation of circadian rhythm,0.0,biological_process
positive regulation of progesterone biosynthetic process,0.0,biological_process
negative regulation of signaling receptor activity,0.0,biological_process
brown fat cell differentiation,0.0,biological_process
response to muscle activity,0.0,biological_process
negative regulation of protein phosphorylation,0.0,biological_process
protein stabilization,0.0,biological_process
positive regulation of muscle tissue development,0.0,biological_process
galactose metabolic process,0.0,biological_process
generation of precursor metabolites and energy,0.0,biological_process
response to norepinephrine,0.0,biological_process
positive regulation of glomerular visceral epithelial cell apoptotic process,0.0,biological_process
digestion,0.0,biological_process
cellular response to fructose stimulus,0.0,biological_process
response to electrical stimulus involved in regulation of muscle adaptation,0.0,biological_process
temperature homeostasis,0.0,biological_process
mRNA processing,0.0,biological_process
forebrain development,0.0,biological_process
cellular response to ionomycin,0.0,biological_process
negative regulation of mitochondrial fission,0.0,biological_process
circadian regulation of gene expression,0.0,biological_process
positive regulation of mitochondrial DNA metabolic process,0.0,biological_process
cellular response to nitrite,0.0,biological_process
response to starvation,0.0,biological_process
negative regulation of smooth muscle cell migration,0.0,biological_process
cerebellum development,0.0,biological_process
negative regulation of toll-like receptor 4 signaling pathway,0.0,biological_process
positive regulation of histone H3-K9 methylation,0.0,biological_process
positive regulation of cholesterol efflux,0.0,biological_process
regulation of macroautophagy,0.0,biological_process
endocytic recycling,0.0,biological_process
Wnt signaling pathway,0.0,biological_process
regulation of vesicle-mediated transport,0.0,biological_process
response to interferon-gamma,0.0,biological_process
positive regulation of insulin secretion,0.0,biological_process
response to zinc ion,0.0,biological_process
cellular zinc ion homeostasis,0.0,biological_process
negative regulation of sprouting angiogenesis,0.0,biological_process
positive regulation of endothelial cell apoptotic process,0.0,biological_process
feeding behavior,0.0,biological_process
regulation of cell adhesion,0.0,biological_process
positive regulation of acute inflammatory response,0.0,biological_process
regulation of vascular permeability involved in acute inflammatory response,0.0,biological_process
negative regulation of protein kinase B signaling,0.0,biological_process
protein phosphorylation,0.0,biological_process
positive regulation of cold-induced thermogenesis,0.0,biological_process
reproductive process,0.0,biological_process
negative regulation of amyloid-beta formation,0.0,biological_process
regulation of sequestering of zinc ion,0.0,biological_process
positive regulation of osteoclast differentiation,0.0,biological_process
Ras protein signal transduction,0.0,biological_process
positive regulation of peptidyl-threonine phosphorylation,0.0,biological_process
positive regulation of calcium ion import,0.0,biological_process
positive regulation of protein kinase activity,0.0,biological_process
cellular glucose homeostasis,0.0,biological_process
membrane repolarization during ventricular cardiac muscle cell action potential,0.0,biological_process
rhythmic behavior,0.0,biological_process
renal absorption,0.0,biological_process
detection of mechanical stimulus involved in sensory perception of sound,0.0,biological_process
adrenergic receptor signaling pathway,0.0,biological_process
iron ion homeostasis,0.0,biological_process
positive regulation of angiogenesis,0.0,biological_process
positive regulation of cardiac muscle contraction,0.0,biological_process
antigen transcytosis by M cells in mucosal-associated lymphoid tissue,0.0,biological_process
potassium ion export across plasma membrane,0.0,biological_process
iodide transport,0.0,biological_process
neutrophil migration,0.0,biological_process
positive regulation of I-kappaB kinase/NF-kappaB signaling,0.0,biological_process
positive regulation of blood pressure,0.0,biological_process
cAMP-mediated signaling,0.0,biological_process
cellular response to glucagon stimulus,0.0,biological_process
negative regulation of inflammatory response to antigenic stimulus,0.0,biological_process
negative regulation of leukocyte migration,0.0,biological_process
regulation of transcription from RNA polymerase II promoter in response to iron,0.0,biological_process
protein folding,0.0,biological_process
ventricular cardiac muscle cell action potential,0.0,biological_process
regulation of fat cell differentiation,0.0,biological_process
glucose metabolic process,0.0,biological_process
regulation of ventricular cardiac muscle cell membrane repolarization,0.0,biological_process
atrial cardiac muscle cell action potential,0.0,biological_process
regulation of atrial cardiac muscle cell membrane repolarization,0.0,biological_process
inner ear development,0.0,biological_process
regulation of gastric acid secretion,0.0,biological_process
positive regulation of potassium ion transmembrane transport,0.0,biological_process
regulation of voltage-gated sodium channel activity,0.0,biological_process
stomach development,0.0,biological_process
auditory receptor cell development,0.0,biological_process
intestinal absorption,0.0,biological_process
corticosterone secretion,0.0,biological_process
positive regulation of protein localization to plasma membrane,0.0,biological_process
neuromuscular process,0.0,biological_process
cellular response to cAMP,0.0,biological_process
social behavior,0.0,biological_process
membrane repolarization during action potential,0.0,biological_process
membrane repolarization during atrial cardiac muscle cell action potential,0.0,biological_process
negative regulation of insulin secretion,0.0,biological_process
regulation of cardiac conduction,0.0,biological_process
gene silencing,0.0,biological_process
positive regulation of cell migration involved in sprouting angiogenesis,0.0,biological_process
cellular iron ion homeostasis,0.0,biological_process
cellular response to glucose stimulus,0.0,biological_process
response to hydrogen peroxide,0.0,biological_process
gastrin-induced gastric acid secretion,0.0,biological_process
non-motile cilium assembly,0.0,biological_process
cardiac conduction,0.0,biological_process
cardiac muscle contraction,0.0,biological_process
cochlea development,0.0,biological_process
cellular response to epinephrine stimulus,0.0,biological_process
membrane repolarization during cardiac muscle cell action potential,0.0,biological_process
potassium ion import across plasma membrane,0.0,biological_process
response to insulin,0.0,biological_process
regulation of membrane repolarization,0.0,biological_process
toxin biosynthetic process,0.0,biological_process
exogenous drug catabolic process,0.0,biological_process
monocarboxylic acid metabolic process,0.0,biological_process
dibenzo-p-dioxin metabolic process,0.0,biological_process
drug catabolic process,0.0,biological_process
alkaloid metabolic process,0.0,biological_process
heterocycle metabolic process,0.0,biological_process
response to immobilization stress,0.0,biological_process
estrogen metabolic process,0.0,biological_process
long-chain fatty acid biosynthetic process,0.0,biological_process
retinol metabolic process,0.0,biological_process
monoterpenoid metabolic process,0.0,biological_process
regulation of mitochondrial membrane permeability,0.0,biological_process
negative regulation of execution phase of apoptosis,0.0,biological_process
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage,0.0,biological_process
apoptotic process in bone marrow cell,0.0,biological_process
cellular response to alkaloid,0.0,biological_process
extrinsic apoptotic signaling pathway in absence of ligand,0.0,biological_process
cellular response to gamma radiation,0.0,biological_process
response to aldosterone,0.0,biological_process
porphyrin-containing compound metabolic process,0.0,biological_process
cellular response to amino acid stimulus,0.0,biological_process
in utero embryonic development,0.0,biological_process
germ cell development,0.0,biological_process
positive regulation of cell population proliferation,0.0,biological_process
intrinsic apoptotic signaling pathway in response to DNA damage,0.0,biological_process
regulation of gene expression,0.0,biological_process
cellular respiration,0.0,biological_process
positive regulation of blood vessel endothelial cell migration,0.0,biological_process
pituitary gland development,0.0,biological_process
positive regulation of inflammatory response,0.0,biological_process
female pregnancy,0.0,biological_process
negative regulation of cholesterol efflux,0.0,biological_process
regulation of high-density lipoprotein particle assembly,0.0,biological_process
negative regulation of leukocyte adhesion to vascular endothelial cell,0.0,biological_process
negative regulation of interleukin-6 production,0.0,biological_process
negative regulation of metalloendopeptidase activity,0.0,biological_process
regulation of lipid storage,0.0,biological_process
fatty acid metabolic process,0.0,biological_process
negative regulation of vascular endothelial growth factor production,0.0,biological_process
lymphatic endothelial cell fate commitment,0.0,biological_process
optic placode formation involved in camera-type eye formation,0.0,biological_process
otic placode formation,0.0,biological_process
retina morphogenesis in camera-type eye,0.0,biological_process
ventricular cardiac muscle tissue morphogenesis,0.0,biological_process
positive regulation of protein tyrosine kinase activity,0.0,biological_process
positive regulation of cell cycle checkpoint,0.0,biological_process
endocardium formation,0.0,biological_process
positive regulation of forebrain neuron differentiation,0.0,biological_process
hepatocyte cell migration,0.0,biological_process
cerebellar granule cell differentiation,0.0,biological_process
dentate gyrus development,0.0,biological_process
positive regulation of cell cycle,0.0,biological_process
dorsal spinal cord development,0.0,biological_process
negative regulation of amyloid-beta clearance,0.0,biological_process
ventricular cardiac myofibril assembly,0.0,biological_process
positive regulation of neural precursor cell proliferation,0.0,biological_process
skeletal muscle thin filament assembly,0.0,biological_process
protein depropionylation,0.0,biological_process
olfactory placode formation,0.0,biological_process
histone H4-K12 acetylation,0.0,biological_process
actin cytoskeleton organization,0.0,biological_process
response to cAMP,0.0,biological_process
cysteine metabolic process,0.0,biological_process
regulation of actin cytoskeleton reorganization,0.0,biological_process
positive regulation of BMP signaling pathway,0.0,biological_process
actin cytoskeleton reorganization,0.0,biological_process
lens development in camera-type eye,0.0,biological_process
negative regulation of bile acid biosynthetic process,0.0,biological_process
branching involved in pancreas morphogenesis,0.0,biological_process
positive regulation of adipose tissue development,0.0,biological_process
negative regulation of cAMP-dependent protein kinase activity,0.0,biological_process
negative regulation of androgen receptor signaling pathway,0.0,biological_process
negative regulation of cellular response to testosterone stimulus,0.0,biological_process
triglyceride mobilization,0.0,biological_process
negative regulation of cellular senescence,0.0,biological_process
positive regulation of smooth muscle cell differentiation,0.0,biological_process
regulation of signal transduction,0.0,biological_process
positive regulation of neuron apoptotic process,0.0,biological_process
cellular extravasation,0.0,biological_process
muscle contraction,0.0,biological_process
negative regulation of epidermal growth factor receptor signaling pathway,0.0,biological_process
cell-matrix adhesion,0.0,biological_process
negative regulation of type B pancreatic cell apoptotic process,0.0,biological_process
cellular component disassembly involved in execution phase of apoptosis,0.0,biological_process
neutrophil chemotaxis,0.0,biological_process
protein processing,0.0,biological_process
endothelin maturation,0.0,biological_process
bradykinin catabolic process,0.0,biological_process
calcitonin catabolic process,0.0,biological_process
positive regulation of protein kinase B signaling,0.0,biological_process
type B pancreatic cell differentiation,0.0,biological_process
detection of glucose,0.0,biological_process
positive regulation of cell death,0.0,biological_process
transcription by RNA polymerase II,0.0,biological_process
central nervous system development,0.0,biological_process
peptide hormone processing,0.0,biological_process
embryonic digit morphogenesis,0.0,biological_process
substance P catabolic process,0.0,biological_process
glucose homeostasis,0.0,biological_process
interleukin-7-mediated signaling pathway,0.0,biological_process
hormone catabolic process,0.0,biological_process
positive regulation of receptor recycling,0.0,biological_process
response to glucocorticoid,0.0,biological_process
erythrocyte homeostasis,0.0,biological_process
liver regeneration,0.0,biological_process
response to drug,0.0,biological_process
inner ear morphogenesis,0.0,biological_process
regulation of heart rate by cardiac conduction,0.0,biological_process
gene expression,0.0,biological_process
positive regulation of apoptotic process,0.0,biological_process
small GTPase mediated signal transduction,0.0,biological_process
negative regulation of mast cell cytokine production,0.0,biological_process
response to oxidative stress,0.0,biological_process
regulation of gene expression by genetic imprinting,0.0,biological_process
potassium ion transmembrane transport,0.0,biological_process
transmembrane transport,0.0,biological_process
adenylate cyclase-modulating G protein-coupled receptor signaling pathway,0.0,biological_process
positive regulation of macroautophagy,0.0,biological_process
response to ischemia,0.0,biological_process
negative regulation of epithelial cell apoptotic process,0.0,biological_process
heme oxidation,0.0,biological_process
response to estrogen,0.0,biological_process
endothelial cell proliferation,0.0,biological_process
response to alkaloid,0.0,biological_process
regulation of hormone metabolic process,0.0,biological_process
activation of MAPK activity,0.0,biological_process
cellular response to nicotine,0.0,biological_process
positive regulation of cation channel activity,0.0,biological_process
nervous system process,0.0,biological_process
regulation of ion transmembrane transport,0.0,biological_process
regulation of membrane potential,0.0,biological_process
inorganic cation transmembrane transport,0.0,biological_process
response to ATP,0.0,biological_process
neuron projection morphogenesis,0.0,biological_process
extracellular matrix organization,0.0,biological_process
positive regulation of phosphoprotein phosphatase activity,0.0,biological_process
cellular chloride ion homeostasis,0.0,biological_process
regulation of heart contraction,0.0,biological_process
sodium ion transport,0.0,biological_process
smooth muscle hyperplasia,0.0,biological_process
sensory perception of sound,0.0,biological_process
wound healing involved in inflammatory response,0.0,biological_process
postsynapse organization,0.0,biological_process
anaphase-promoting complex-dependent catabolic process,0.0,biological_process
acinar cell differentiation,0.0,biological_process
embryonic retina morphogenesis in camera-type eye,0.0,biological_process
atrial cardiac muscle tissue morphogenesis,0.0,biological_process
venous blood vessel morphogenesis,0.0,biological_process
aorta smooth muscle tissue morphogenesis,0.0,biological_process
lens fiber cell morphogenesis,0.0,biological_process
pancreas development,0.0,biological_process
positive regulation of phosphatidylinositol 3-kinase activity,0.0,biological_process
positive regulation of fatty acid beta-oxidation,0.0,biological_process
positive regulation of insulin receptor signaling pathway,0.0,biological_process
positive regulation of glucose import,0.0,biological_process
cellular response to insulin stimulus,0.0,biological_process
