node,betweeness_centrality,node_type
Secondary amenorrhea,0.0,effect/phenotype
Shield chest,0.0,effect/phenotype
Hypermobility of toe joints,0.0,effect/phenotype
Aortic dissection,0.0,effect/phenotype
Sudden loss of visual acuity,0.0,effect/phenotype
Hypoplastic left heart,0.0,effect/phenotype
Arterial dissection,0.0,effect/phenotype
Impaired visuospatial constructive cognition,0.0,effect/phenotype
Acute episodes of neuropathic symptoms,0.0,effect/phenotype
Recurrent sinusitis,0.0,effect/phenotype
Entrapment neuropathy,0.0,effect/phenotype
Hypermetric saccades,0.0,effect/phenotype
Cognitive impairment,0.0,effect/phenotype
Nonprogressive,0.0,effect/phenotype
Hypometric saccades,0.0,effect/phenotype
Pituitary growth hormone cell adenoma,0.0,effect/phenotype
Abnormal retinal vascular morphology,0.0,effect/phenotype
Enlarged cisterna magna,0.0,effect/phenotype
Fasting hyperinsulinemia,0.0,effect/phenotype
Diffuse cerebellar atrophy,0.0,effect/phenotype
Abnormal head movements,0.0,effect/phenotype
Dysdiadochokinesis,0.0,effect/phenotype
Mydriasis,0.0,effect/phenotype
Progressive gait ataxia,0.0,effect/phenotype
Progressive cerebellar ataxia,0.0,effect/phenotype
Motor axonal neuropathy,0.0,effect/phenotype
Abnormal circulating phytanic acid concentration,0.0,effect/phenotype
Jerky ocular pursuit movements,0.0,effect/phenotype
Urinary bladder sphincter dysfunction,0.0,effect/phenotype
Abnormality of ocular smooth pursuit,0.0,effect/phenotype
Sensory impairment,0.0,effect/phenotype
Leg muscle stiffness,0.0,effect/phenotype
Downbeat nystagmus,0.0,effect/phenotype
Tortuosity of conjunctival vessels,0.0,effect/phenotype
Nonprogressive cerebellar ataxia,0.0,effect/phenotype
Exotropia,0.0,effect/phenotype
Lactic acidosis,0.0,effect/phenotype
Progressive psychomotor deterioration,0.0,effect/phenotype
Ragged-red muscle fibers,0.0,effect/phenotype
Multiple mononeuropathy,0.0,effect/phenotype
EMG abnormality,0.0,effect/phenotype
Enuresis,0.0,effect/phenotype
Rheumatoid arthritis,0.0,effect/phenotype
Keratoconjunctivitis sicca,0.0,effect/phenotype
Nail dystrophy,0.0,effect/phenotype
Adrenal insufficiency,0.0,effect/phenotype
Nephrocalcinosis,0.0,effect/phenotype
Primary adrenal insufficiency,0.0,effect/phenotype
Absence of secondary sex characteristics,0.0,effect/phenotype
Lumbar hypertrichosis,0.0,effect/phenotype
Opacification of the corneal stroma,0.0,effect/phenotype
Adrenal hyperplasia,0.0,effect/phenotype
Tubulointerstitial nephritis,0.0,effect/phenotype
Calcaneovalgus deformity,0.0,effect/phenotype
Left ventricular hypertrophy,0.0,effect/phenotype
Hyporeflexia of lower limbs,0.0,effect/phenotype
Bulbous nose,0.0,effect/phenotype
Biliary cirrhosis,0.0,effect/phenotype
Abnormal fingernail morphology,0.0,effect/phenotype
Graves disease,0.0,effect/phenotype
Abnormality of exocrine pancreas physiology,0.0,effect/phenotype
Glycosuria,0.0,effect/phenotype
Weak voice,0.0,effect/phenotype
Non-caseating epithelioid cell granulomatosis,0.0,effect/phenotype
Abnormal blistering of the skin,0.0,effect/phenotype
Abnormal pulmonary Interstitial morphology,0.0,effect/phenotype
Pes cavus,0.0,effect/phenotype
High forehead,0.0,effect/phenotype
Delayed puberty,0.0,effect/phenotype
Open mouth,0.0,effect/phenotype
Chronic constipation,0.0,effect/phenotype
Mild global developmental delay,0.0,effect/phenotype
Obsessive-compulsive behavior,0.0,effect/phenotype
Perseveration,0.0,effect/phenotype
Neonatal hyperbilirubinemia,0.0,effect/phenotype
Coronal craniosynostosis,0.0,effect/phenotype
Abnormal vena cava morphology,0.0,effect/phenotype
Involuntary movements,0.0,effect/phenotype
Unilateral ptosis,0.0,effect/phenotype
Asymmetry of the ears,0.0,effect/phenotype
Focal motor seizure,0.0,effect/phenotype
Sparse eyebrow,0.0,effect/phenotype
Severe global developmental delay,0.0,effect/phenotype
Drooling,0.0,effect/phenotype
Psychomotor retardation,0.0,effect/phenotype
Submucous cleft soft palate,0.0,effect/phenotype
Localized periodontitis,0.0,effect/phenotype
Testicular atrophy,0.0,effect/phenotype
Peripheral pulmonary artery stenosis,0.0,effect/phenotype
Unilateral vocal cord paralysis,0.0,effect/phenotype
Hashimoto thyroiditis,0.0,effect/phenotype
Progressive spasticity,0.0,effect/phenotype
Absent Achilles reflex,0.0,effect/phenotype
Inability to walk,0.0,effect/phenotype
Anal atresia,0.0,effect/phenotype
Frontal balding,0.0,effect/phenotype
Gait disturbance,0.0,effect/phenotype
Dilated fourth ventricle,0.0,effect/phenotype
Low hanging columella,0.0,effect/phenotype
Long face,0.0,effect/phenotype
Clubbing of toes,0.0,effect/phenotype
Recurrent cutaneous abscess formation,0.0,effect/phenotype
Adenoma sebaceum,0.0,effect/phenotype
Cerebral calcification,0.0,effect/phenotype
Cerebellar vermis atrophy,0.0,effect/phenotype
Extrapyramidal muscular rigidity,0.0,effect/phenotype
Preauricular pit,0.0,effect/phenotype
Everted lower lip vermilion,0.0,effect/phenotype
Rigidity,0.0,effect/phenotype
Failure to thrive in infancy,0.0,effect/phenotype
Palpebral edema,0.0,effect/phenotype
Oral cleft,0.0,effect/phenotype
Death in childhood,0.0,effect/phenotype
Blindness,0.0,effect/phenotype
Severely reduced visual acuity,0.0,effect/phenotype
Restricted large joint movement,0.0,effect/phenotype
Tented upper lip vermilion,0.0,effect/phenotype
Gastrostomy tube feeding in infancy,0.0,effect/phenotype
Striae distensae,0.0,effect/phenotype
Hyperactivity,0.0,effect/phenotype
Aplasia/Hypoplasia of the cerebellum,0.0,effect/phenotype
Mitral stenosis,0.0,effect/phenotype
Double outlet right ventricle,0.0,effect/phenotype
Aphasia,0.0,effect/phenotype
Bilateral tonic-clonic seizure,0.0,effect/phenotype
Small earlobe,0.0,effect/phenotype
Bradykinesia,0.0,effect/phenotype
Apraxia,0.0,effect/phenotype
Agraphesthesia,0.0,effect/phenotype
Short nose,0.0,effect/phenotype
"Intellectual disability, moderate",0.0,effect/phenotype
Hypertonia,0.0,effect/phenotype
Delayed social development,0.0,effect/phenotype
Preauricular skin tag,0.0,effect/phenotype
Action tremor,0.0,effect/phenotype
Male hypogonadism,0.0,effect/phenotype
Secondary microcephaly,0.0,effect/phenotype
Dyskinesia,0.0,effect/phenotype
Broad nasal tip,0.0,effect/phenotype
Poor suck,0.0,effect/phenotype
Dysphagia,0.0,effect/phenotype
Left ventricular noncompaction cardiomyopathy,0.0,effect/phenotype
Hypogonadism,0.0,effect/phenotype
Joint contracture of the 5th finger,0.0,effect/phenotype
Increased circulating gonadotropin level,0.0,effect/phenotype
Sandal gap,0.0,effect/phenotype
Thick lower lip vermilion,0.0,effect/phenotype
Thoracic kyphosis,0.0,effect/phenotype
Poor eye contact,0.0,effect/phenotype
Muscle weakness,0.0,effect/phenotype
Cutaneous abscess,0.0,effect/phenotype
Intention tremor,0.0,effect/phenotype
Dilation of lateral ventricles,0.0,effect/phenotype
Atonic seizure,0.0,effect/phenotype
Frequent falls,0.0,effect/phenotype
Wide mouth,0.0,effect/phenotype
Abnormal eyelash morphology,0.0,effect/phenotype
Nephrolithiasis,0.0,effect/phenotype
Narcolepsy,0.0,effect/phenotype
Cataplexy,0.0,effect/phenotype
Hypoplasia of the pons,0.0,effect/phenotype
Abnormality of the Leydig cells,0.0,effect/phenotype
Abnormal putamen morphology,0.0,effect/phenotype
Constriction of peripheral visual field,0.0,effect/phenotype
Paroxysmal drowsiness,0.0,effect/phenotype
Hepatic failure,0.0,effect/phenotype
Permanent atrial fibrillation,0.0,effect/phenotype
Large for gestational age,0.0,effect/phenotype
Excessive daytime somnolence,0.0,effect/phenotype
Abnormal corpus callosum morphology,0.0,effect/phenotype
Vomiting,0.0,effect/phenotype
Abnormal globus pallidus morphology,0.0,effect/phenotype
Basal ganglia necrosis,0.0,effect/phenotype
Aplasia/Hypoplasia of the spleen,0.0,effect/phenotype
Hypoinsulinemia,0.0,effect/phenotype
Elevated hemoglobin A1c,0.0,effect/phenotype
Nephropathy,0.0,effect/phenotype
Abnormality of the optic nerve,0.0,effect/phenotype
Fat malabsorption,0.0,effect/phenotype
Neonatal hypoglycemia,0.0,effect/phenotype
Polymicrogyria,0.0,effect/phenotype
Mood swings,0.0,effect/phenotype
Abnormality of the musculature,0.0,effect/phenotype
Hyporeflexia of upper limbs,0.0,effect/phenotype
Simplified gyral pattern,0.0,effect/phenotype
Abnormal position of hair whorl,0.0,effect/phenotype
Retinopathy,0.0,effect/phenotype
Oval face,0.0,effect/phenotype
Hallux valgus,0.0,effect/phenotype
Macrogyria,0.0,effect/phenotype
Alcoholism,0.0,effect/phenotype
Celiac disease,0.0,effect/phenotype
Bilateral basal ganglia lesions,0.0,effect/phenotype
Abnormality of the thyroid gland,0.0,effect/phenotype
Abnormal C-peptide level,0.0,effect/phenotype
Xerostomia,0.0,effect/phenotype
Blepharitis,0.0,effect/phenotype
Abnormal calcium-phosphate regulating hormone level,0.0,effect/phenotype
Alopecia universalis,0.0,effect/phenotype
Blurred vision,0.0,effect/phenotype
Autistic behavior,0.0,effect/phenotype
Hydronephrosis,0.0,effect/phenotype
Hostility,0.0,effect/phenotype
Anterior pituitary dysgenesis,0.0,effect/phenotype
Abnormal insulin level,0.0,effect/phenotype
Intracranial hemorrhage,0.0,effect/phenotype
Metabolic acidosis,0.0,effect/phenotype
Abnormal caudate nucleus morphology,0.0,effect/phenotype
Abnormal morphology of the cerebellar cortex,0.0,effect/phenotype
Abnormal toenail morphology,0.0,effect/phenotype
Abnormal oral glucose tolerance,0.0,effect/phenotype
Preaxial hand polydactyly,0.0,effect/phenotype
Hepatocellular adenoma,0.0,effect/phenotype
Flushing,0.0,effect/phenotype
Diabetic ketoacidosis,0.0,effect/phenotype
Azoospermia,0.0,effect/phenotype
Recurrent cystitis,0.0,effect/phenotype
Recurrent pyelonephritis,0.0,effect/phenotype
Generalized periodontitis,0.0,effect/phenotype
Abnormality of the kidney,0.0,effect/phenotype
Cleft upper lip,0.0,effect/phenotype
Pancreatic hypoplasia,0.0,effect/phenotype
Proteinuria,0.0,effect/phenotype
Focal sensory seizure,0.0,effect/phenotype
Neurodegeneration,0.0,effect/phenotype
Retinal degeneration,0.0,effect/phenotype
Male infertility,0.0,effect/phenotype
Retinal atrophy,0.0,effect/phenotype
Memory impairment,0.0,effect/phenotype
Macroglossia,0.0,effect/phenotype
Enlarged polycystic ovaries,0.0,effect/phenotype
Maternal virilization in pregnancy,0.0,effect/phenotype
Eunuchoid habitus,0.0,effect/phenotype
Recurrent fever,0.0,effect/phenotype
Sinusitis,0.0,effect/phenotype
Coarse facial features,0.0,effect/phenotype
Female infertility,0.0,effect/phenotype
Confusion,0.0,effect/phenotype
Spastic paraplegia,0.0,effect/phenotype
Soft skin,0.0,effect/phenotype
Delayed eruption of teeth,0.0,effect/phenotype
Post-vaccination measles,0.0,effect/phenotype
Abnormality of the sphenoid sinus,0.0,effect/phenotype
Flat face,0.0,effect/phenotype
BCGosis,0.0,effect/phenotype
Macrocephaly,0.0,effect/phenotype
Persistent EBV viremia,0.0,effect/phenotype
Dysarthria,0.0,effect/phenotype
Delayed myelination,0.0,effect/phenotype
Broad forehead,0.0,effect/phenotype
Abnormal rib cage morphology,0.0,effect/phenotype
Gingival overgrowth,0.0,effect/phenotype
Abnormal cardiac septum morphology,0.0,effect/phenotype
Microretrognathia,0.0,effect/phenotype
Tapered finger,0.0,effect/phenotype
Dental crowding,0.0,effect/phenotype
Mandibular prognathia,0.0,effect/phenotype
Protruding ear,0.0,effect/phenotype
Recurrent fungal infections,0.0,effect/phenotype
Disseminated nontuberculous mycobacterial infection,0.0,effect/phenotype
Bronchiectasis,0.0,effect/phenotype
Crohn's disease,0.0,effect/phenotype
Pulmonary fibrosis,0.0,effect/phenotype
Hypodontia,0.0,effect/phenotype
Myopathic facies,0.0,effect/phenotype
Chronic diarrhea,0.0,effect/phenotype
Frequent Giardia lamblia infestation,0.0,effect/phenotype
Colon cancer,0.0,effect/phenotype
Moderate global developmental delay,0.0,effect/phenotype
Pulmonary infiltrates,0.0,effect/phenotype
Follicular hyperplasia,0.0,effect/phenotype
Facial shape deformation,0.0,effect/phenotype
Asthenia,0.0,effect/phenotype
Synostosis of joints,0.0,effect/phenotype
Bowing of the long bones,0.0,effect/phenotype
Kyphosis,0.0,effect/phenotype
Impaired smooth pursuit,0.0,effect/phenotype
Avascular necrosis,0.0,effect/phenotype
Increased intracranial pressure,0.0,effect/phenotype
Arnold-Chiari malformation,0.0,effect/phenotype
Abnormality of the helix,0.0,effect/phenotype
Generalized abnormality of skin,0.0,effect/phenotype
Oligosacchariduria,0.0,effect/phenotype
Talipes valgus,0.0,effect/phenotype
Cortical thickening of long bone diaphyses,0.0,effect/phenotype
Infantile axial hypotonia,0.0,effect/phenotype
Bilateral coxa valga,0.0,effect/phenotype
Babinski sign,0.0,effect/phenotype
Open bite,0.0,effect/phenotype
Optic disc pallor,0.0,effect/phenotype
Joint laxity,0.0,effect/phenotype
Disproportionate tall stature,0.0,effect/phenotype
Bilateral talipes equinovarus,0.0,effect/phenotype
Recurrent gastroenteritis,0.0,effect/phenotype
Clumsiness,0.0,effect/phenotype
Variable expressivity,0.0,effect/phenotype
Anxiety,0.0,effect/phenotype
Abnormal pyramidal sign,0.0,effect/phenotype
Dysostosis multiplex,0.0,effect/phenotype
Cerebellar hypoplasia,0.0,effect/phenotype
Hip dysplasia,0.0,effect/phenotype
Craniofacial hyperostosis,0.0,effect/phenotype
Highly arched eyebrow,0.0,effect/phenotype
Hallucinations,0.0,effect/phenotype
Narrow palate,0.0,effect/phenotype
Hypoplastic inferior ilia,0.0,effect/phenotype
Depressed nasal ridge,0.0,effect/phenotype
Abnormal enzyme/coenzyme activity,0.0,effect/phenotype
Cerebral cortical atrophy,0.0,effect/phenotype
Osteolysis,0.0,effect/phenotype
Cranial hyperostosis,0.0,effect/phenotype
Subcortical cerebral atrophy,0.0,effect/phenotype
Female pseudohermaphroditism,0.0,effect/phenotype
Delayed epiphyseal ossification,0.0,effect/phenotype
Genu valgum,0.0,effect/phenotype
Primary amenorrhea,0.0,effect/phenotype
Thick eyebrow,0.0,effect/phenotype
Communicating hydrocephalus,0.0,effect/phenotype
Aortic regurgitation,0.0,effect/phenotype
Loss of speech,0.0,effect/phenotype
Hypergonadotropic hypogonadism,0.0,effect/phenotype
Short attention span,0.0,effect/phenotype
Mixed hearing impairment,0.0,effect/phenotype
Spasticity,0.0,effect/phenotype
Depressivity,0.0,effect/phenotype
Craniosynostosis,0.0,effect/phenotype
Increased vertebral height,0.0,effect/phenotype
Dental malocclusion,0.0,effect/phenotype
Progressive microcephaly,0.0,effect/phenotype
Cerebral atrophy,0.0,effect/phenotype
Widely spaced teeth,0.0,effect/phenotype
Joint stiffness,0.0,effect/phenotype
Flat occiput,0.0,effect/phenotype
Corneal opacity,0.0,effect/phenotype
Drowsiness,0.0,effect/phenotype
Abnormality of skeletal morphology,0.0,effect/phenotype
Facial hypotonia,0.0,effect/phenotype
Thickened calvaria,0.0,effect/phenotype
Cutaneous photosensitivity,0.0,effect/phenotype
Global developmental delay,0.0,effect/phenotype
Telangiectasia,0.0,effect/phenotype
Ventriculomegaly,0.0,effect/phenotype
Nasal speech,0.0,effect/phenotype
Pancytopenia,0.0,effect/phenotype
Myelodysplasia,0.0,effect/phenotype
Thrombocytopenia,0.0,effect/phenotype
Delayed speech and language development,0.0,effect/phenotype
Intellectual disability,0.0,effect/phenotype
Growth delay,0.0,effect/phenotype
Biparietal narrowing,0.0,effect/phenotype
Vascular dilatation,0.0,effect/phenotype
Tracheal stenosis,0.0,effect/phenotype
Joint hyperflexibility,0.0,effect/phenotype
Abnormality of epiphysis morphology,0.0,effect/phenotype
Malabsorption,0.0,effect/phenotype
Low anterior hairline,0.0,effect/phenotype
Bird-like facies,0.0,effect/phenotype
Telecanthus,0.0,effect/phenotype
Cleft palate,0.0,effect/phenotype
Posteriorly rotated ears,0.0,effect/phenotype
Cone-shaped epiphyses of the phalanges of the hand,0.0,effect/phenotype
Thin long bone diaphyses,0.0,effect/phenotype
Prominent forehead,0.0,effect/phenotype
Micropenis,0.0,effect/phenotype
Motor delay,0.0,effect/phenotype
Relative macrocephaly,0.0,effect/phenotype
Congestive heart failure,0.0,effect/phenotype
Myalgia,0.0,effect/phenotype
Hyperkeratosis,0.0,effect/phenotype
Prolonged neonatal jaundice,0.0,effect/phenotype
Limb undergrowth,0.0,effect/phenotype
Abnormality of the skeletal system,0.0,effect/phenotype
Fine hair,0.0,effect/phenotype
Atrial septal defect,0.0,effect/phenotype
Prominent occiput,0.0,effect/phenotype
Pachygyria,0.0,effect/phenotype
Cleft vertebral arch,0.0,effect/phenotype
Low-set ears,0.0,effect/phenotype
Small hand,0.0,effect/phenotype
Thick upper lip vermilion,0.0,effect/phenotype
Oligodontia,0.0,effect/phenotype
Abnormality of the metaphysis,0.0,effect/phenotype
Hypoplastic pubic bone,0.0,effect/phenotype
Hypoplasia of the corpus callosum,0.0,effect/phenotype
Talipes,0.0,effect/phenotype
Minimal subcutaneous fat,0.0,effect/phenotype
Abnormal cerebral vascular morphology,0.0,effect/phenotype
Arterial stenosis,0.0,effect/phenotype
Kyphoscoliosis,0.0,effect/phenotype
Frontal bossing,0.0,effect/phenotype
Narrow palpebral fissure,0.0,effect/phenotype
Photophobia,0.0,effect/phenotype
Reduced number of teeth,0.0,effect/phenotype
Laryngomalacia,0.0,effect/phenotype
Patent ductus arteriosus,0.0,effect/phenotype
Absent knee epiphyses,0.0,effect/phenotype
Large beaked nose,0.0,effect/phenotype
Joint hypermobility,0.0,effect/phenotype
Ulnar deviation of finger,0.0,effect/phenotype
Feeding difficulties,0.0,effect/phenotype
Short foot,0.0,effect/phenotype
Anteverted nares,0.0,effect/phenotype
Generalized hypotonia,0.0,effect/phenotype
Hirsutism,0.0,effect/phenotype
Upslanted palpebral fissure,0.0,effect/phenotype
Camptodactyly,0.0,effect/phenotype
Dolichocephaly,0.0,effect/phenotype
Midface retrusion,0.0,effect/phenotype
Limb ataxia,0.0,effect/phenotype
Spinocerebellar tract disease in lower limbs,0.0,effect/phenotype
Gait ataxia,0.0,effect/phenotype
Brachycephaly,0.0,effect/phenotype
Thickened ribs,0.0,effect/phenotype
Osteopenia,0.0,effect/phenotype
Spondyloepiphyseal dysplasia,0.0,effect/phenotype
Psoriasiform dermatitis,0.0,effect/phenotype
Full cheeks,0.0,effect/phenotype
Underdeveloped nasal alae,0.0,effect/phenotype
Wide nasal bridge,0.0,effect/phenotype
Epicanthus,0.0,effect/phenotype
Mitral regurgitation,0.0,effect/phenotype
Gastroesophageal reflux,0.0,effect/phenotype
Smooth philtrum,0.0,effect/phenotype
Thoracolumbar kyphosis,0.0,effect/phenotype
Narrow mouth,0.0,effect/phenotype
Long philtrum,0.0,effect/phenotype
Salmonella osteomyelitis,0.0,effect/phenotype
Night sweats,0.0,effect/phenotype
Abnormal bronchus physiology,0.0,effect/phenotype
Abdominal obesity,0.0,effect/phenotype
Clinodactyly,0.0,effect/phenotype
Micrognathia,0.0,effect/phenotype
Wide nose,0.0,effect/phenotype
Short philtrum,0.0,effect/phenotype
Hypothyroidism,0.0,effect/phenotype
Abnormality of bone marrow cell morphology,0.0,effect/phenotype
Narrow forehead,0.0,effect/phenotype
Downslanted palpebral fissures,0.0,effect/phenotype
Hydrocephalus,0.0,effect/phenotype
Hypoplasia of penis,0.0,effect/phenotype
Erythema,0.0,effect/phenotype
Telangiectasia of the skin,0.0,effect/phenotype
Thin vermilion border,0.0,effect/phenotype
Hypotelorism,0.0,effect/phenotype
Elevated erythrocyte sedimentation rate,0.0,effect/phenotype
Decreased testicular size,0.0,effect/phenotype
High palate,0.0,effect/phenotype
Hematuria,0.0,effect/phenotype
Menometrorrhagia,0.0,effect/phenotype
Arthralgia,0.0,effect/phenotype
Hepatic steatosis,0.0,effect/phenotype
Hypoplasia of the femoral head,0.0,effect/phenotype
Anisocytosis,0.0,effect/phenotype
Congenital onset,0.0,effect/phenotype
Short palpebral fissure,0.0,effect/phenotype
Specific learning disability,0.0,effect/phenotype
Chorioretinal coloboma,0.0,effect/phenotype
Decreased mean corpuscular volume,0.0,effect/phenotype
Strabismus,0.0,effect/phenotype
Conical tooth,0.0,effect/phenotype
Conjugated hyperbilirubinemia,0.0,effect/phenotype
Arthritis,0.0,effect/phenotype
Abnormal testis morphology,0.0,effect/phenotype
Conductive hearing impairment,0.0,effect/phenotype
Cerebellar atrophy,0.0,effect/phenotype
Increased reactive oxygen species production,0.0,effect/phenotype
Cutis laxa,0.0,effect/phenotype
Delusions,0.0,effect/phenotype
Malar flattening,0.0,effect/phenotype
Behavioral abnormality,0.0,effect/phenotype
Prominent supraorbital ridges,0.0,effect/phenotype
Chronic otitis media,0.0,effect/phenotype
Skeletal dysplasia,0.0,effect/phenotype
Abnormal sella turcica morphology,0.0,effect/phenotype
Clubbing of fingers,0.0,effect/phenotype
Encephalitis,0.0,effect/phenotype
Herpes simplex encephalitis,0.0,effect/phenotype
Spastic tetraplegia,0.0,effect/phenotype
Absent speech,0.0,effect/phenotype
Recurrent viral infections,0.0,effect/phenotype
Erythroderma,0.0,effect/phenotype
Sideroblastic anemia,0.0,effect/phenotype
Hypochromia,0.0,effect/phenotype
Hepatosplenomegaly,0.0,effect/phenotype
Severe generalized osteoporosis,0.0,effect/phenotype
Recurrent candida infections,0.0,effect/phenotype
Recurrent herpes,0.0,effect/phenotype
Refractory anemia with ringed sideroblasts,0.0,effect/phenotype
Wormian bones,0.0,effect/phenotype
Sepsis,0.0,effect/phenotype
Neurodevelopmental delay,0.0,effect/phenotype
Perianal abscess,0.0,effect/phenotype
Pulmonary artery stenosis,0.0,effect/phenotype
Abnormal erythrocyte morphology,0.0,effect/phenotype
Elevated hepatic iron concentration,0.0,effect/phenotype
Erythroid hyperplasia,0.0,effect/phenotype
Increased circulating ferritin concentration,0.0,effect/phenotype
Hypoplastic ischia,0.0,effect/phenotype
Optic atrophy,0.0,effect/phenotype
Severe short stature,0.0,effect/phenotype
Protracted diarrhea,0.0,effect/phenotype
Dislocation of the femoral head,0.0,effect/phenotype
Reduced natural killer cell count,0.0,effect/phenotype
Chronic lung disease,0.0,effect/phenotype
Dysharmonic delayed bone age,0.0,effect/phenotype
Myopathy,0.0,effect/phenotype
Juvenile onset,0.0,effect/phenotype
Infantile muscular hypotonia,0.0,effect/phenotype
Ketoacidosis,0.0,effect/phenotype
Multifactorial inheritance,0.0,effect/phenotype
Tympanosclerosis,0.0,effect/phenotype
Reduced visual acuity,0.0,effect/phenotype
Thin upper lip vermilion,0.0,effect/phenotype
Aplasia/Hypoplasia of the eyebrow,0.0,effect/phenotype
Premature ovarian insufficiency,0.0,effect/phenotype
Abnormal rapid eye movement sleep,0.0,effect/phenotype
Heterogeneous,0.0,effect/phenotype
Hypnagogic hallucinations,0.0,effect/phenotype
Hypnopompic hallucinations,0.0,effect/phenotype
Female hypogonadism,0.0,effect/phenotype
Hypotonia,0.0,effect/phenotype
Nasogastric tube feeding,0.0,effect/phenotype
Cardiomyopathy,0.0,effect/phenotype
Angina pectoris,0.0,effect/phenotype
Insulin-resistant diabetes mellitus,0.0,effect/phenotype
Chronic hepatitis,0.0,effect/phenotype
Hyperthyroidism,0.0,effect/phenotype
Keratoconjunctivitis,0.0,effect/phenotype
Beta-cell dysfunction,0.0,effect/phenotype
Elbow flexion contracture,0.0,effect/phenotype
Fatigue,0.0,effect/phenotype
Platyspondyly,0.0,effect/phenotype
Prominent nose,0.0,effect/phenotype
Autosomal recessive inheritance,0.0,effect/phenotype
Enlarged metaphyses,0.0,effect/phenotype
Generalized hirsutism,0.0,effect/phenotype
Small for gestational age,0.0,effect/phenotype
Recurrent otitis media,0.0,effect/phenotype
Internal hemorrhage,0.0,effect/phenotype
Abnormality of the hepatic vasculature,0.0,effect/phenotype
Anorexia,0.0,effect/phenotype
Bifid uvula,0.0,effect/phenotype
Decreased circulating aldosterone level,0.0,effect/phenotype
Chronic active hepatitis,0.0,effect/phenotype
Vitiligo,0.0,effect/phenotype
Hepatocellular carcinoma,0.0,effect/phenotype
Exocrine pancreatic insufficiency,0.0,effect/phenotype
Perifoveal ring of hyperautofluorescence,0.0,effect/phenotype
Hypoparathyroidism,0.0,effect/phenotype
Chronic oral candidiasis,0.0,effect/phenotype
Asplenia,0.0,effect/phenotype
Childhood onset,0.0,effect/phenotype
Abnormality of metabolism/homeostasis,0.0,effect/phenotype
Metabolic alkalosis,0.0,effect/phenotype
Hyponatremia,0.0,effect/phenotype
Decreased circulating parathyroid hormone level,0.0,effect/phenotype
Type I diabetes mellitus,0.0,effect/phenotype
Chronic atrophic gastritis,0.0,effect/phenotype
Band keratopathy,0.0,effect/phenotype
Cholelithiasis,0.0,effect/phenotype
Micronodular cirrhosis,0.0,effect/phenotype
Constitutional symptom,0.0,effect/phenotype
Ascites,0.0,effect/phenotype
Unicameral bone cyst,0.0,effect/phenotype
Pedal edema,0.0,effect/phenotype
Subacute progressive viral hepatitis,0.0,effect/phenotype
Somatic mutation,0.0,effect/phenotype
Alopecia,0.0,effect/phenotype
Tetany,0.0,effect/phenotype
Abnormality of the respiratory system,0.0,effect/phenotype
Cirrhosis,0.0,effect/phenotype
Hypoalbuminemia,0.0,effect/phenotype
Sloping forehead,0.0,effect/phenotype
Sparse and thin eyebrow,0.0,effect/phenotype
Disproportionate short stature,0.0,effect/phenotype
Agenesis of corpus callosum,0.0,effect/phenotype
Short femur,0.0,effect/phenotype
Sparse eyelashes,0.0,effect/phenotype
Short humerus,0.0,effect/phenotype
Postnatal growth retardation,0.0,effect/phenotype
Hyperbilirubinemia,0.0,effect/phenotype
Calf muscle pseudohypertrophy,0.0,effect/phenotype
Type IV atherosclerotic lesion,0.0,effect/phenotype
Pancreatitis,0.0,effect/phenotype
Feeding difficulties in infancy,0.0,effect/phenotype
Polyphagia,0.0,effect/phenotype
Flat sella turcica,0.0,effect/phenotype
Flexion contracture,0.0,effect/phenotype
Lipoatrophy,0.0,effect/phenotype
Oral ulcer,0.0,effect/phenotype
Progeroid facial appearance,0.0,effect/phenotype
Abnormal cardiovascular system physiology,0.0,effect/phenotype
Loss of subcutaneous adipose tissue from upper limbs,0.0,effect/phenotype
Loss of truncal subcutaneous adipose tissue,0.0,effect/phenotype
Sporadic,0.0,effect/phenotype
Polycystic ovaries,0.0,effect/phenotype
Progressive loss of facial adipose tissue,0.0,effect/phenotype
Abnormal circulating lipid concentration,0.0,effect/phenotype
Microscopic hematuria,0.0,effect/phenotype
Accelerated skeletal maturation,0.0,effect/phenotype
Overweight,0.0,effect/phenotype
Pointed chin,0.0,effect/phenotype
Decreased response to growth hormone stimuation test,0.0,effect/phenotype
Recurrent hypoglycemia,0.0,effect/phenotype
Clinodactyly of the 5th finger,0.0,effect/phenotype
Few cafe-au-lait spots,0.0,effect/phenotype
Glomerulopathy,0.0,effect/phenotype
Gray matter heterotopia,0.0,effect/phenotype
Autoimmunity,0.0,effect/phenotype
Long foot,0.0,effect/phenotype
Sparse scalp hair,0.0,effect/phenotype
Knee flexion contracture,0.0,effect/phenotype
Hip dislocation,0.0,effect/phenotype
Large hands,0.0,effect/phenotype
Failure to thrive,0.0,effect/phenotype
Abnormality of the pinna,0.0,effect/phenotype
Hypoplasia of the frontal lobes,0.0,effect/phenotype
Straight clavicles,0.0,effect/phenotype
Tibial bowing,0.0,effect/phenotype
Abnormality of female external genitalia,0.0,effect/phenotype
Moyamoya phenomenon,0.0,effect/phenotype
Hypoplastic scapulae,0.0,effect/phenotype
Cholestasis,0.0,effect/phenotype
Bilateral single transverse palmar creases,0.0,effect/phenotype
Abnormality of the coagulation cascade,0.0,effect/phenotype
